Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8
Osteoarthristis,neck pain:2,hip joint pain:2,joint pain:2,knee pain:2,,,,
Osteoarthristis,neck pain:2,hip joint pain:2,joint pain:2,knee pain:2,,,,
Osteoarthristis,neck pain:2,hip joint pain:2,joint pain:2,knee pain:2,,,,
Osteoarthristis,neck pain:2,hip joint pain:2,joint pain:2,knee pain:2,,,,
Arthritis,stiff neck:1,movement stiffness:1,swelling joints:1,muscle weakness:1,,,,
Arthritis,stiff neck:1,movement stiffness:1,swelling joints:1,muscle weakness:1,,,,
Arthritis,stiff neck:1,movement stiffness:1,swelling joints:1,painful walking:2,,,,
Arthritis,movement stiffness:1,swelling joints:1,painful walking:2,muscle weakness:1,,,,
Arthritis,stiff neck:1,movement stiffness:1,painful walking:2,muscle weakness:1,,,,
Arthritis,stiff neck:1,swelling joints:1,painful walking:2,muscle weakness:1,,,,
Arthritis,stiff neck:1,movement stiffness:1,swelling joints:1,muscle weakness:1,,,,
Arthritis,stiff neck:1,movement stiffness:1,swelling joints:1,muscle weakness:1,,,,
Arthritis,stiff neck:1,movement stiffness:1,swelling joints:1,muscle weakness:1,,,,
Arthritis,stiff neck:1,movement stiffness:1,swelling joints:1,muscle weakness:1,,,,
(vertigo) Paroymsal  Positional Vertigo,nausea:1,spinning movements:1,headache:1,vomiting:2,,,,
(vertigo) Paroymsal  Positional Vertigo,nausea:1,spinning movements:1,headache:1,vomiting:2,,,,
(vertigo) Paroymsal  Positional Vertigo,nausea:1,spinning movements:1,loss of balance:1,headache:1,,,,
(vertigo) Paroymsal  Positional Vertigo,nausea:1,spinning movements:1,loss of balance:1,vomiting:2,,,,
(vertigo) Paroymsal  Positional Vertigo,spinning movements:1,loss of balance:1,headache:1,vomiting:2,,,,
(vertigo) Paroymsal  Positional Vertigo,nausea:1,loss of balance:1,headache:1,vomiting:2,,,,
(vertigo) Paroymsal  Positional Vertigo,nausea:1,spinning movements:1,headache:1,vomiting:2,,,,
(vertigo) Paroymsal  Positional Vertigo,nausea:1,spinning movements:1,headache:1,vomiting:2,,,,
(vertigo) Paroymsal  Positional Vertigo,nausea:1,spinning movements:1,headache:1,vomiting:2,,,,
(vertigo) Paroymsal  Positional Vertigo,nausea:1,loss of balance:1,headache:1,vomiting:2,,,,
Acne,skin rash:1,blackheads:1,scurring:1,pus filled pimples:1,,,,
Acne,skin rash:1,blackheads:1,scurring:1,pus filled pimples:1,,,,
Acne,,blackheads:1,scurring:1,pus filled pimples:1,,,,
Acne,,skin rash:1,blackheads:1,scurring:1,,,,
Acne,,skin rash:1,scurring:1,pus filled pimples:1,,,,
Acne,,skin rash:1,blackheads:1,pus filled pimples:1,,,,
Acne,skin rash:1,blackheads:1,scurring:1,pus filled pimples:1,,,,
Acne,,skin rash:1,blackheads:1,pus filled pimples:1,,,,
Acne,,skin rash:1,scurring:1,pus filled pimples:1,,,,
Acne,,skin rash:1,blackheads:1,scurring:1,,,,
Urinary tract infection,foul smell of urine:1,burning micturition:1,continuous feel of urine:1,bladder discomfort:1,,,,
Urinary tract infection,foul smell of urine:1,burning micturition:1,continuous feel of urine:1,bladder discomfort:1,,,,
Urinary tract infection,,bladder discomfort:1,continuous feel of urine:1,foul smell of urine:1,,,,
Urinary tract infection,,burning micturition:1,continuous feel of urine:1,foul smell of urine:1,,,,
Urinary tract infection,,burning micturition:1,continuous feel of urine:1,bladder discomfort:1,,,,
Urinary tract infection,,foul smell of urine:1,burning micturition:1,bladder discomfort:1,,,,
Urinary tract infection,foul smell of urine:1,burning micturition:1,continuous feel of urine:1,bladder discomfort:1,,,,
Urinary tract infection,,burning micturition:1,continuous feel of urine:1,bladder discomfort:1,,,,
Urinary tract infection,,bladder discomfort:1,continuous feel of urine:1,foul smell of urine:1,,,,
Urinary tract infection,,burning micturition:1,continuous feel of urine:1,bladder discomfort:1,,,,
Psoriasis,skin peeling:1,skin rash:1,silver like dusting:1,joint pain:2,,,,
Psoriasis,skin peeling:1,skin rash:1,silver like dusting:1,joint pain:2,,,,
Psoriasis,skin peeling:1,silver like dusting:1,joint pain:2,small dents in nails:1,,,,
Psoriasis,skin peeling:1,skin rash:1,silver like dusting:1,small dents in nails:1,,,,
Psoriasis,skin rash:1,silver like dusting:1,joint pain:2,small dents in nails:1,,,,
Psoriasis,skin peeling:1,skin rash:1,joint pain:2,small dents in nails:1,,,,
Psoriasis,skin peeling:1,skin rash:1,silver like dusting:1,joint pain:2,,,,
Psoriasis,skin peeling:1,skin rash:1,silver like dusting:1,joint pain:2,,,,
Psoriasis,skin peeling:1,skin rash:1,silver like dusting:1,joint pain:2,,,,
Psoriasis,skin peeling:1,skin rash:1,silver like dusting:1,joint pain:2,,,,
Impetigo,red sore around nose:1,skin rash:1,blister:1,high fever:2,,,,
Impetigo,red sore around nose:1,skin rash:1,blister:1,high fever:2,,,,
Impetigo,red sore around nose:1,blister:1,high fever:2,yellow crust ooze:1,,,,
Impetigo,red sore around nose:1,skin rash:1,blister:1,yellow crust ooze:1,,,,
Impetigo,red sore around nose:1,skin rash:1,blister:1,yellow crust ooze:1,,,,
Impetigo,red sore around nose:1,skin rash:1,high fever:2,yellow crust ooze:1,,,,
Impetigo,skin rash:1,blister:1,high fever:2,yellow crust ooze:1,,,,
Impetigo,red sore around nose:1,skin rash:1,blister:1,high fever:2,,,,
Impetigo,red sore around nose:1,skin rash:1,blister:1,high fever:2,,,,
Impetigo,red sore around nose:1,skin rash:1,blister:1,yellow crust ooze:1,,,,
Fungal infection,itching:1,skin rash:1,nodal skin eruptions:1,dischromic  patches:1,,,,
Fungal infection,,skin rash:1,nodal skin eruptions:1,dischromic  patches:1,,,,
Fungal infection,itching:1,,nodal skin eruptions:1,dischromic  patches:1,,,,
Fungal infection,itching:1,,skin rash:1,dischromic  patches:1,,,,
Fungal infection,itching:1,,skin rash:1,nodal skin eruptions:1,,,,
Fungal infection,,skin rash:1,nodal skin eruptions:1,dischromic  patches:1,,,,
Fungal infection,itching:1,,nodal skin eruptions:1,dischromic  patches:1,,,,
Fungal infection,itching:1,,skin rash:1,dischromic  patches:1,,,,
Fungal infection,itching:1,,skin rash:1,nodal skin eruptions:1,,,,
Fungal infection,itching:1,skin rash:1,nodal skin eruptions:1,dischromic  patches:1,,,,
Allergy,chills:1,shivering:1,continuous sneezing:1,watering from eyes:1,,,,
Allergy,chills:1,shivering:1,,watering from eyes:1,,,,
Allergy,chills:1,,continuous sneezing:1,watering from eyes:1,,,,
Allergy,,shivering:1,continuous sneezing:1,watering from eyes:1,,,,
Allergy,chills:1,shivering:1,,continuous sneezing:1,,,,
Allergy,chills:1,shivering:1,,watering from eyes:1,,,,
Allergy,chills:1,,continuous sneezing:1,watering from eyes:1,,,,
Allergy,,shivering:1,continuous sneezing:1,watering from eyes:1,,,,
Allergy,chills:1,shivering:1,,continuous sneezing:1,,,,
Allergy,chills:1,shivering:1,continuous sneezing:1,watering from eyes:1,,,,
GERD,acidity:1,stomach pain:2,ulcers on tongue:1,vomiting:2,,,,
GERD,cough:1,stomach pain:2,ulcers on tongue:1,vomiting:2,,,,
GERD,acidity:1,cough:1,stomach pain:2,vomiting:2,,,,
GERD,acidity:1,stomach pain:2,ulcers on tongue:1,cough:1,,,,
GERD,acidity:1,stomach pain:2,ulcers on tongue:1,vomiting:2,,,,
GERD,acidity:1,stomach pain:2,ulcers on tongue:1,vomiting:2,,,,
GERD,acidity:1,cough:1,ulcers on tongue:1,vomiting:2,,,,
GERD,cough:1,stomach pain:2,ulcers on tongue:1,vomiting:2,,,,
GERD,acidity:1,cough:1,stomach pain:2,vomiting:2,,,,
GERD,acidity:1,stomach pain:2,ulcers on tongue:1,cough:1,,,,
Chronic cholestasis,itching:1,nausea:1,yellowish skin:1,vomiting:2,,,,
Chronic cholestasis,nausea:1,loss of appetite:1,yellowish skin:1,vomiting:2,,,,
Chronic cholestasis,itching:1,nausea:1,loss of appetite:1,yellowish skin:1,,,,
Chronic cholestasis,itching:1,nausea:1,loss of appetite:1,vomiting:2,,,,
Chronic cholestasis,itching:1,loss of appetite:1,yellowish skin:1,vomiting:2,,,,
Chronic cholestasis,itching:1,nausea:1,yellowish skin:1,vomiting:2,,,,
Chronic cholestasis,itching:1,nausea:1,yellowish skin:1,vomiting:2,,,,
Chronic cholestasis,itching:1,nausea:1,yellowish skin:1,vomiting:2,,,,
Chronic cholestasis,itching:1,nausea:1,yellowish skin:1,vomiting:2,,,,
Chronic cholestasis,itching:1,nausea:1,yellowish skin:1,vomiting:2,,,,
Drug Reaction,itching:1,skin rash:1,burning micturition:1,stomach pain:2,,,,
Drug Reaction,itching:1,burning micturition:1,stomach pain:2,spotting  urination:1,,,,
Drug Reaction,itching:1,skin rash:1,burning micturition:1,spotting  urination:1,,,,
Drug Reaction,itching:1,skin rash:1,stomach pain:2,spotting  urination:1,,,,
Drug Reaction,itching:1,skin rash:1,burning micturition:1,stomach pain:2,,,,
Drug Reaction,skin rash:1,burning micturition:1,stomach pain:2,spotting  urination:1,,,,
Drug Reaction,itching:1,burning micturition:1,stomach pain:2,spotting  urination:1,,,,
Drug Reaction,itching:1,skin rash:1,burning micturition:1,spotting  urination:1,,,,
Drug Reaction,itching:1,skin rash:1,stomach pain:2,spotting  urination:1,,,,
Drug Reaction,itching:1,skin rash:1,burning micturition:1,stomach pain:2,,,,
Peptic ulcer diseae,abdominal pain:2,passage of gases:1,loss of appetite:1,vomiting:2,,,,
Peptic ulcer diseae,abdominal pain:2,indigestion:1,passage of gases:1,vomiting:2,,,,
Peptic ulcer diseae,abdominal pain:2,indigestion:1,loss of appetite:1,passage of gases:1,,,,
Peptic ulcer diseae,abdominal pain:2,passage of gases:1,loss of appetite:1,vomiting:2,,,,
Peptic ulcer diseae,abdominal pain:2,indigestion:1,passage of gases:1,vomiting:2,,,,
Peptic ulcer diseae,passage of gases:1,indigestion:1,loss of appetite:1,vomiting:2,,,,
Peptic ulcer diseae,abdominal pain:2,indigestion:1,loss of appetite:1,vomiting:2,,,,
Peptic ulcer diseae,abdominal pain:2,indigestion:1,loss of appetite:1,vomiting:2,,,,
Peptic ulcer diseae,abdominal pain:2,indigestion:1,loss of appetite:1,vomiting:2,,,,
Peptic ulcer diseae,abdominal pain:2,indigestion:1,loss of appetite:1,vomiting:2,,,,
AIDS,extra marital contacts:1,patches in throat:1,muscle wasting:1,high fever:2,,,,
AIDS,,extra marital contacts:1,patches in throat:1,high fever:2,,,,
AIDS,,extra marital contacts:1,muscle wasting:1,high fever:2,,,,
AIDS,extra marital contacts:1,,patches in throat:1,muscle wasting:1,,,,
AIDS,,patches in throat:1,muscle wasting:1,high fever:2,,,,
AIDS,extra marital contacts:1,patches in throat:1,muscle wasting:1,high fever:2,,,,
AIDS,extra marital contacts:1,patches in throat:1,muscle wasting:1,high fever:2,,,,
AIDS,,extra marital contacts:1,patches in throat:1,high fever:2,,,,
AIDS,,extra marital contacts:1,muscle wasting:1,high fever:2,,,,
AIDS,,patches in throat:1,muscle wasting:1,high fever:2,,,,
Diabetes ,fatigue:1,weight loss:1,restlessness:1,lethargy:1,,,,
Diabetes ,fatigue:1,weight loss:1,restlessness:1,lethargy:1,,,,
Diabetes ,irregular sugar level:1,restlessness:1,weight loss:1,lethargy:1,,,,
Diabetes ,irregular sugar level:1,fatigue:1,restlessness:1,lethargy:1,,,,
Diabetes ,irregular sugar level:1,fatigue:1,weight loss:1,lethargy:1,,,,
Diabetes ,irregular sugar level:1,fatigue:1,weight loss:1,restlessness:1,,,,
Diabetes ,fatigue:1,weight loss:1,restlessness:1,lethargy:1,,,,
Diabetes ,fatigue:1,weight loss:1,restlessness:1,lethargy:1,,,,
Diabetes ,fatigue:1,weight loss:1,restlessness:1,lethargy:1,,,,
Diabetes ,fatigue:1,weight loss:1,restlessness:1,lethargy:1,,,,
Gastroenteritis,dehydration:1,sunken eyes:1,diarrhoea:1,vomiting:2,,,,
Gastroenteritis,dehydration:1,sunken eyes:1,diarrhoea:1,vomiting:2,,,,
Gastroenteritis,dehydration:1,sunken eyes:1,,diarrhoea:1,,,,
Gastroenteritis,dehydration:1,diarrhoea:1,,vomiting:2,,,,
Gastroenteritis,,sunken eyes:1,diarrhoea:1,vomiting:2,,,,
Gastroenteritis,dehydration:1,sunken eyes:1,,vomiting:2,,,,
Gastroenteritis,dehydration:1,sunken eyes:1,diarrhoea:1,vomiting:2,,,,
Gastroenteritis,dehydration:1,sunken eyes:1,,diarrhoea:1,,,,
Gastroenteritis,dehydration:1,diarrhoea:1,,vomiting:2,,,,
Gastroenteritis,,sunken eyes:1,diarrhoea:1,vomiting:2,,,,
Bronchial Asthma,breathlessness:3,fatigue:1,high fever:2,cough:1,,,,
Bronchial Asthma,family history:1,breathlessness:3,high fever:2,cough:1,,,,
Bronchial Asthma,family history:1,breathlessness:3,fatigue:1,high fever:2,,,,
Bronchial Asthma,family history:1,breathlessness:3,fatigue:1,cough:1,,,,
Bronchial Asthma,family history:1,fatigue:1,high fever:2,cough:1,,,,
Bronchial Asthma,breathlessness:3,fatigue:1,high fever:2,cough:1,,,,
Bronchial Asthma,breathlessness:3,fatigue:1,high fever:2,cough:1,,,,
Bronchial Asthma,breathlessness:3,fatigue:1,high fever:2,cough:1,,,,
Bronchial Asthma,family history:1,breathlessness:3,high fever:2,cough:1,,,,
Bronchial Asthma,family history:1,breathlessness:3,fatigue:1,high fever:2,,,,
Hypertension ,loss of balance:1,dizziness:1,chest pain:3,headache:1,,,,
Hypertension ,lack of concentration:1,loss of balance:1,dizziness:1,chest pain:3,,,,
Hypertension ,lack of concentration:1,loss of balance:1,dizziness:1,headache:1,,,,
Hypertension ,lack of concentration:1,loss of balance:1,chest pain:3,headache:1,,,,
Hypertension ,lack of concentration:1,dizziness:1,chest pain:3,headache:1,,,,
Hypertension ,loss of balance:1,dizziness:1,chest pain:3,headache:1,,,,
Hypertension ,loss of balance:1,dizziness:1,chest pain:3,headache:1,,,,
Hypertension ,lack of concentration:1,loss of balance:1,dizziness:1,chest pain:3,,,,
Hypertension ,lack of concentration:1,loss of balance:1,dizziness:1,headache:1,,,,
Hypertension ,lack of concentration:1,loss of balance:1,chest pain:3,headache:1,,,,
Migraine,blurred and distorted vision:1,acidity:1,indigestion:1,headache:1,,,,
Migraine,blurred and distorted vision:1,indigestion:1,excessive hunger:1,headache:1,,,,
Migraine,blurred and distorted vision:1,acidity:1,excessive hunger:1,headache:1,,,,
Migraine,blurred and distorted vision:1,acidity:1,indigestion:1,excessive hunger:1,,,,
Migraine,acidity:1,indigestion:1,excessive hunger:1,headache:1,,,,
Migraine,blurred and distorted vision:1,acidity:1,indigestion:1,headache:1,,,,
Migraine,blurred and distorted vision:1,acidity:1,indigestion:1,headache:1,,,,
Migraine,blurred and distorted vision:1,acidity:1,indigestion:1,headache:1,,,,
Migraine,blurred and distorted vision:1,acidity:1,indigestion:1,headache:1,,,,
Migraine,blurred and distorted vision:1,acidity:1,indigestion:1,headache:1,,,,
Cervical spondylosis,neck pain:2,weakness in limbs:1,dizziness:1,back pain:2,,,,
Cervical spondylosis,neck pain:2,weakness in limbs:1,dizziness:1,back pain:2,,,,
Cervical spondylosis,neck pain:2,weakness in limbs:1,loss of balance:1,dizziness:1,,,,
Cervical spondylosis,neck pain:2,loss of balance:1,dizziness:1,back pain:2,,,,
Cervical spondylosis,weakness in limbs:1,loss of balance:1,dizziness:1,back pain:2,,,,
Cervical spondylosis,neck pain:2,weakness in limbs:1,loss of balance:1,back pain:2,,,,
Cervical spondylosis,neck pain:2,weakness in limbs:1,dizziness:1,back pain:2,,,,
Cervical spondylosis,neck pain:2,weakness in limbs:1,dizziness:1,back pain:2,,,,
Cervical spondylosis,neck pain:2,weakness in limbs:1,loss of balance:1,dizziness:1,,,,
Cervical spondylosis,neck pain:2,loss of balance:1,dizziness:1,back pain:2,,,,
Paralysis (brain hemorrhage),weakness of one body side:1,altered sensorium:1,headache:1,vomiting:2,,,,
Paralysis (brain hemorrhage),weakness of one body side:1,altered sensorium:1,headache:1,vomiting:2,,,,
Paralysis (brain hemorrhage),weakness of one body side:1,,altered sensorium:1,headache:1,,,,
Paralysis (brain hemorrhage),weakness of one body side:1,,altered sensorium:1,vomiting:2,,,,
Paralysis (brain hemorrhage),altered sensorium:1,,headache:1,vomiting:2,,,,
Paralysis (brain hemorrhage),weakness of one body side:1,,headache:1,vomiting:2,,,,
Paralysis (brain hemorrhage),weakness of one body side:1,altered sensorium:1,headache:1,vomiting:2,,,,
Paralysis (brain hemorrhage),weakness of one body side:1,,altered sensorium:1,headache:1,,,,
Paralysis (brain hemorrhage),weakness of one body side:1,,altered sensorium:1,vomiting:2,,,,
Paralysis (brain hemorrhage),altered sensorium:1,,headache:1,vomiting:2,,,,
Jaundice,itching:1,fatigue:1,weight loss:1,vomiting:2,,,,
Jaundice,itching:1,fatigue:1,weight loss:1,vomiting:2,,,,
Jaundice,high fever:2,fatigue:1,weight loss:1,vomiting:2,,,,
Jaundice,itching:1,fatigue:1,weight loss:1,high fever:2,,,,
Jaundice,itching:1,high fever:2,weight loss:1,vomiting:2,,,,
Jaundice,itching:1,fatigue:1,high fever:2,vomiting:2,,,,
Jaundice,itching:1,fatigue:1,weight loss:1,vomiting:2,,,,
Jaundice,itching:1,fatigue:1,weight loss:1,vomiting:2,,,,
Jaundice,itching:1,fatigue:1,weight loss:1,vomiting:2,,,,
Jaundice,itching:1,fatigue:1,weight loss:1,vomiting:2,,,,
Malaria,chills:1,sweating:1,high fever:2,vomiting:2,,,,
Malaria,chills:1,sweating:1,high fever:2,vomiting:2,,,,
Malaria,chills:1,sweating:1,high fever:2,vomiting:2,,,,
Malaria,sweating:1,high fever:2,headache:1,vomiting:2,,,,
Malaria,chills:1,sweating:1,high fever:2,headache:1,,,,
Malaria,chills:1,sweating:1,headache:1,vomiting:2,,,,
Malaria,chills:1,high fever:2,headache:1,vomiting:2,,,,
Malaria,chills:1,sweating:1,high fever:2,vomiting:2,,,,
Malaria,chills:1,sweating:1,high fever:2,vomiting:2,,,,
Malaria,chills:1,sweating:1,high fever:2,vomiting:2,,,,
Chicken pox,itching:1,skin rash:1,fatigue:1,lethargy:1,,,,
Chicken pox,skin rash:1,fatigue:1,high fever:2,lethargy:1,,,,
Chicken pox,itching:1,fatigue:1,high fever:2,lethargy:1,,,,
Chicken pox,itching:1,skin rash:1,lethargy:1,high fever:2,,,,
Chicken pox,itching:1,skin rash:1,fatigue:1,high fever:2,,,,
Chicken pox,itching:1,skin rash:1,fatigue:1,lethargy:1,,,,
Chicken pox,itching:1,skin rash:1,fatigue:1,lethargy:1,,,,
Chicken pox,itching:1,skin rash:1,fatigue:1,lethargy:1,,,,
Chicken pox,itching:1,skin rash:1,fatigue:1,lethargy:1,,,,
Chicken pox,itching:1,skin rash:1,fatigue:1,lethargy:1,,,,
Dengue,chills:1,skin rash:1,joint pain:2,vomiting:2,,,,
Dengue,chills:1,skin rash:1,joint pain:2,vomiting:2,,,,
Dengue,chills:1,skin rash:1,joint pain:2,vomiting:2,,,,
Dengue,chills:1,skin rash:1,joint pain:2,vomiting:2,,,,
Dengue,chills:1,fatigue:1,joint pain:2,vomiting:2,,,,
Dengue,skin rash:1,fatigue:1,joint pain:2,vomiting:2,,,,
Dengue,chills:1,skin rash:1,fatigue:1,vomiting:2,,,,
Dengue,chills:1,skin rash:1,fatigue:1,joint pain:2,,,,
Dengue,chills:1,skin rash:1,joint pain:2,vomiting:2,,,,
Dengue,chills:1,skin rash:1,joint pain:2,vomiting:2,,,,
Typhoid,chills:1,fatigue:1,high fever:2,vomiting:2,,,,
Typhoid,chills:1,fatigue:1,high fever:2,vomiting:2,,,,
Typhoid,chills:1,fatigue:1,high fever:2,vomiting:2,,,,
Typhoid,chills:1,fatigue:1,high fever:2,vomiting:2,,,,
Typhoid,chills:1,fatigue:1,high fever:2,vomiting:2,,,,
Typhoid,chills:1,fatigue:1,high fever:2,vomiting:2,,,,
Typhoid,chills:1,fatigue:1,high fever:2,vomiting:2,,,,
Typhoid,chills:1,fatigue:1,high fever:2,vomiting:2,,,,
Typhoid,chills:1,fatigue:1,high fever:2,vomiting:2,,,,
Typhoid,chills:1,fatigue:1,high fever:2,headache:1,,,,
hepatitis A,dark urine:1,yellowish skin:1,joint pain:2,vomiting:2,,,,
hepatitis A,dark urine:1,yellowish skin:1,joint pain:2,vomiting:2,,,,
hepatitis A,nausea:1,dark urine:1,yellowish skin:1,vomiting:2,,,,
hepatitis A,nausea:1,dark urine:1,yellowish skin:1,joint pain:2,,,,
hepatitis A,nausea:1,dark urine:1,joint pain:2,vomiting:2,,,,
hepatitis A,nausea:1,yellowish skin:1,joint pain:2,vomiting:2,,,,
hepatitis A,dark urine:1,yellowish skin:1,joint pain:2,vomiting:2,,,,
hepatitis A,dark urine:1,yellowish skin:1,joint pain:2,vomiting:2,,,,
hepatitis A,dark urine:1,yellowish skin:1,joint pain:2,vomiting:2,,,,
hepatitis A,dark urine:1,yellowish skin:1,joint pain:2,vomiting:2,,,,
Hepatitis B,itching:1,yellowish skin:1,fatigue:1,lethargy:1,,,,
Hepatitis B,itching:1,yellowish skin:1,fatigue:1,lethargy:1,,,,
Hepatitis B,dark urine:1,yellowish skin:1,fatigue:1,lethargy:1,,,,
Hepatitis B,itching:1,dark urine:1,yellowish skin:1,lethargy:1,,,,
Hepatitis B,itching:1,dark urine:1,yellowish skin:1,fatigue:1,,,,
Hepatitis B,itching:1,dark urine:1,fatigue:1,lethargy:1,,,,
Hepatitis B,itching:1,yellowish skin:1,fatigue:1,lethargy:1,,,,
Hepatitis B,itching:1,yellowish skin:1,fatigue:1,lethargy:1,,,,
Hepatitis B,itching:1,yellowish skin:1,fatigue:1,lethargy:1,,,,
